best_title	translated
户外运动保险和普通旅游险对比有哪些不同	户外运动风险保险和普通旅行相比有什么不同
这个是重疾不，买了重疾保险可以理赔不	这是一个严重的疾病,可以没有严重的疾病保险索赔
安*长*树在理赔方面有什么特点？	安* *树的索赔有什么特点?
公司准备办春季运动会，什么运动险实惠？	春天准备做什么运动运动,保险金吗?
最近看到huts救援，是什么意思？谁知道？	最近看到了小屋,是什么意思?
美*的医疗费特别贵，这次去纽约玩买什么保险可以保这方面？	美*医疗特别贵,这次去纽约玩这方面购买保险可以保护什么?
和闺蜜一起去美*游玩，银行卡不小心被盗刷，这个乐游全球保吗？	对美国的访问与女友*,银行卡被盗刷,不小心勒游泳全球保修吗?
能不能给未成年的儿子买哆啦A保？	你能买的儿子小哆啦A保?
想问下,我妈妈今年50,还能买康惠保吗	想问下,今年50岁,我母亲也可以买康汇宝
五一我们一家人都去美*玩，家里没人乐游全球保险会保障家庭财产吗	五一我的家人去玩,家里没有人快乐游全球保险保障家庭财产吗
投了一份2.2元的众行天下，如果发生意外可以赔付多少钱？	把世界的2.2元,如果事故能赔偿多少钱?
长青树保险的犹豫期相对而言长不长	常绿保险犹豫期相对较长
想知道,和5岁儿子一起户外拓展,儿子也可以购买众行天下-拓展训练保险吗?	想知道,户外发展和5岁的儿子,儿子也可以买到全世界——培训保险吗?
弘康哆啦A保对疾病的保障责任是什么？	香港康哆啦A保修担保责任的疾病是什么?
百年康惠保保险的缴费年限长不长？	一百年康汇宝保险缴费年限很长时间吗?
本周末准备带孩子去郊游，想买一份合适的保险推荐下。	这个周末去郊游要带孩子,建议想购买合适的保险。
想请问下，乐游全球旅游险有没有紧急救援保障，我们要去登雪山	想秋天对不起,欢乐全球旅行保险你有什么应急保障,我们将去爬山
近期计划投保康惠保，这类产品提供什么类型的发票呢？	最近计划以确保康汇宝,这种产品提供什么样的发票?
百年康惠保保险为什么有等待期？	一百为什么康汇宝保险有等待期吗?
安*长青树保险小病是怎么赔付的？	安*保险他们的疾病是如何支付?
众行天下只能是登山之类的运动吗，想要潜水可不可以买	全世界只有登山运动,可以想潜水买
安*长青树出险理赔，对医院有没有要求？	安*事故索赔,他们的要求去医院吗?
安*长*树的保额够用吗？多不多？	安* *树足够的报道吗?
乐游全球的高风险意外伤害身故包括哪些运动？	Le旅游意外伤害死亡的全球风险包括什么运动吗?
这周和兄弟一起登山，买了众行天下还要买意外险吗？	本周和你的兄弟一起登山,买了世界也想买保险吗?
去美*之前投保了乐游全球，想问下自驾车意外伤害可以赔付多少？	去美*确保之前的音乐世界,想问下租的意外伤害可以支付吗?
百年人寿康惠保可以保障终身吗？	一百年康汇宝能保证生活?
和闺蜜投保乐游全球去日*玩，还要备一份意外伤害险吗？	和女朋友快乐游泳时间*世界各地玩,准备一个意外伤害保险吗?
我想知道，众行天下保费高不高，想进行为期一个月的野外拓展运动	我想知道世界和成本不高,想了一个月,户外运动
近期打算去玩漂流，买什么产品保障比较好？	最近打算去玩,买什么产品安全是更好吗?
乐游全球中的行程延误大概可以理赔多少钱？	勒参观全球旅行延误可能理赔多少钱?
去泰*游玩，打算入手乐游全球保险，合适吗	访问泰国*全球保险计划
我舅舅长期抽烟，请问安邦长青树是不是不给买？	我叔叔吸烟很长一段时间,你能告诉我这不是买常青?
春节和老婆去南方旅游，有水上活动安排，买什么保险比较适合呢？	春节和妻子前往韩国,有水的活动安排,购买保险来满足什么?
陪女朋友去佛*伦*半个月，投保乐游全球费用高不高？	陪我的女朋友去* *半个月,并确保全球le旅游费用高不高?
想问下儿子儿媳去巴*度蜜月，给投了乐游全球，15天管用吗？	想问下儿子儿媳*蜜月,把音乐世界,15天的工作吗?
去泰*途中证件丢失了，旅行团说乐游全球保险可以赔，是真的吗？	飞往泰国*证书丢失,旅游说快乐全球保险可以补偿,这是真的吗?
当下有没有适合的自行车运动保险产品？	现在你有什么适合自行车保险产品吗?
我想问下,康惠保的保额是多少,多不多?	我想问下,康汇宝覆盖率是多少,多少钱?
下周公司有个足球友谊赛，有没有专门针对这类运动保障的保险产品？	下周,该公司有一个足球比赛,有什么保证保险产品专门为这种运动吗?
男朋友报名参加了冬季马拉松，想给他买份保险买什么呢？	冬天的男朋友,报名参加马拉松,想买什么给他买保险?
我准备周末去骑马，第一次，想问下买什么保险保障好？	我准备周末去骑马,第一次,想问下买什么保险?
女朋友特别喜欢玩极限运动，还去蹦极，买什么保险有保障？	女朋友喜欢玩极限运动,但也去蹦极,购买保险保证什么?
要和哥哥去美*玩，两个人15天乐游全球要保费多少？	和弟弟玩在美丽的*,两个人游泳15天乐溢价世界?
和闺蜜投保完乐游全球组团去日*大*，现在我的证件丢了怎么理赔，急！	和覆盖的女朋友游泳时间* *的跨国集团,现在我失去了我的文档如何索赔,急!
我是个自由职业者能投保康惠保吗？	我是一个自由职业者可以确保康汇宝吗?
乐游全球保险管不管行李*失？	全球保险管不管行李遗失*勒吗?
想知道，安*长*树的犹豫期是多长时间？退保是不是要扣费？	想知道,安* *树的犹豫期是多久?
大家都上玻璃破碎险了吗	所有的玻璃破碎险
哆啦A保可以专门针对轻症理赔吗？	多拉温和的赔偿可以保护吗?
找一款有紧急救援的保险，准备寒假去攀冰。	寻找一个紧急保险,准备攀冰的寒假。
安*长青树重疾险是不是只能保障重大疾病,小病可以报销吗?	安*重疾病风险仅仅是保证他们的重大疾病,疾病可以报销吗?
已经有了乐游全球保险去韩*玩，却不想途中遇到交通事故，这种情况旅游险可以赔吗？	勒*全球保险到韩国玩,但不想是一个交通事故,这种情况可以弥补旅游政策?
我比较喜欢户外运动，经常攀岩潜水，什么保险能保这些?	我喜欢户外活动,经常爬潜水,保持这些保险吗?
没有重疾保险，怎么敢生病	怎么敢不严重的疾病保险,生病了吗
去捷克游玩之前老婆买了乐游全球保险，现在行李丢了，可以报销吗？	之前我去参观捷克的妻子买欢乐全球保险,现在丢失的行李,可以报销吗?
老公给我买了乐游全球去法*，可以我已经有意外险了，重复了吗？	丈夫给我买了一个游泳的全球法律*,我可以有伤亡,重复?
我要给我妈妈买康惠保重疾险，我妈妈40了，还能买吗？	我想给我妈妈买康威医疗疾病的风险,我母亲是40岁的也可以买吗?
过年想要去三*冲浪，有什么运动保险可以保障？	想去冲浪在三*新年,体育保险能保证什么?
参加公司举办的冬季马拉松，给投了众行天下，这个保障吗？	参加公司举办的冬季马拉松,在所有的世界,这种保证?
老婆想要重疾险康惠保，之前她做过手术，怎么知道她能不你那个买？	妻子希望康汇宝大病保险,之前她手术,你怎么知道她不是你可以买吗?
现在的康惠保，还需要交现金吗？不是很麻烦？	现在康汇宝,还需要支付现金?
准备和兄弟一起去攀岩，有没有攀岩险？	准备和哥哥去爬山,攀岩风险?
第二年保险，有必要买划痕险和玻璃险吗	第二年的保险,需要购买玻璃划痕和风险
和男朋友乘坐游轮，包包丢失了，投保的乐游全球能不能赔？	丢失,克鲁斯与现任男友、袋覆盖全球可以补偿le旅游吗?
老公买乐游全球去美*,家里没人,对家里财产有保障吗?	丈夫买游泳世界美丽,没有人在家里,房产有保障吗?
和闺蜜打算去日*富士山，待个15天，有什么旅游险可以保？	和女朋友要忘记*富士山,等待15天,旅行风险可以被证实是什么?
想知道，安*长*树究竟对重症能赔多少钱？	想知道,安* *树木密集可以赔偿多少钱?
小姑子特别喜欢去韩*玩，说乐游全球可以保障旅途中很多意外，是真的吗？	XiaoGuZi特别喜欢去韩国*,全球旅行快乐说能保证很多惊喜,是真的吗?
康惠保保险的犹豫期10天内退款，是不是不扣费？	犹豫Kang汇宝保险退款10天内,旅游费用吗?
去古*旅游要买保险吗	参观古老的*购买保险
春节去冰岛看看，请问下老婆买的乐游全球可不可靠？	春节到冰岛去看,你能告诉我妻子买了乐旅游在全球不可靠吗?
我二婶生病报过社保了，和她的安*长*树充不冲突	我有相同波长生病在社会保障、和她的* *树不冲突
我准备去夏*夷潜水，请问需要做什么样的准备以及买什么保险好？	我准备他们的防御* ee潜水,你能告诉我什么样的准备需要做和买什么保险?
和女朋友约好过年去境外走走，投保了乐游全球这款保险包意外吗？	好元旦和他的女朋友一起去外面散步,保证快乐的游泳世界这种意外保险计划吗?
我老婆买了去日*的机票，她还买了乐游全球，说闺蜜推荐的，好不好？	我的妻子买了一个忘记*票,她还买了音乐世界,说最好的朋友推荐,好吗?
我老妈最近总吵着要给我买份重疾保险，怎么办	我妈妈最近总是问给我买重大疾病保险,如何去做
康惠保重疾险投保有什么原则，是不是小学生不能投？	康威关心疾病风险保险原则,学生不能把?
老*今年47了，买安邦长青树保险还给投保吗？	老* 47岁,购买商业保险来弥补?
百年人寿不是做寿险的吗，康惠保这重疾险能行得通？	生活不是要做,一百年康汇宝这个沉重的疾病风险可以吗?
快春节了,想要去巴*玩,买意外险好还是旅游险可靠?	元旦快了,想去玩,买保险好或旅行保险可靠吗?
打算参加今年的马拉松比赛，现在在锻炼，问下平时长跑有保险吗？	将参加今年的马拉松,在锻炼,现在问下运行平时有保险吗?
